id,x,y,longitude,latitude,depth,strat,depth_bin
tin_0001,351.24999999999864,1654.2850000000146,145.61675394642666,14.95927321254783,15.792553982734681,1,MID
tin_0002,356.149999999997,1647.7850000000205,145.66267415192152,14.90079249030373,14.896098494529724,1,MID
tin_0003,357.2499999999966,1648.5850000000198,145.6728542106339,14.90808304099779,13.2435508619036,1,MID
tin_0004,354.8499999999974,1663.1850000000065,145.6497193014236,15.039918049562392,17.00649527589718,1,MID
tin_0005,357.04999999999666,1648.5850000000198,145.67099516923525,14.90807225872484,12.518377268314362,1,MID
tin_0006,351.6499999999985,1653.985000000015,145.6204901644311,14.956584129952907,14.99157100253635,1,MID
tin_0007,351.5499999999986,1654.0850000000148,145.61955467279378,14.957482372711503,14.534459078589151,1,MID
tin_0008,351.1499999999987,1654.2850000000146,145.6158242270743,14.959267576785377,17.672508759498598,1,MID
tin_0009,354.7499999999975,1651.2850000000174,145.64946396112614,14.932351845959582,17.1467102595738,1,MID
tin_0010,350.4499999999989,1654.6850000000143,145.60929289468672,14.962843452775504,28.704012247341783,2,DEEP
tin_0011,355.9499999999971,1660.9850000000085,145.66007433067693,15.020093454240248,19.35565659579109,2,DEEP
tin_0012,351.44999999999857,1653.6850000000152,145.61864810287264,14.953861300707805,25.387721300125122,2,DEEP
tin_0013,352.64999999999816,1668.4850000000017,145.62895099297094,15.087699947894082,21.989939916701545,2,DEEP
tin_0014,350.9499999999988,1654.3850000000145,145.61395898262168,14.96016015387377,21.481006731986998,2,DEEP
tin_0015,350.8499999999988,1654.1850000000147,145.6130408817855,14.958346787112733,27.68705976486206,2,DEEP
tin_0016,347.64999999999986,1661.685000000008,145.58284400024266,15.02595249903267,27.82343254732282,2,DEEP
tin_0017,350.4499999999989,1655.3850000000136,145.6092520907676,14.969170456421223,19.805878276824952,2,DEEP
tin_0018,357.1499999999967,1660.2850000000092,145.67127347059983,15.013831791151295,27.121199694546785,2,DEEP
tin_0019,347.44999999999993,1660.2850000000092,145.58106759023934,15.01328710333019,29.58953285217285,2,DEEP
tin_0020,357.2499999999966,1658.0850000000112,145.6723262047062,14.993951895953264,29.962600708007813,2,DEEP
tin_0021,347.8499999999998,1659.7850000000096,145.58481709920818,15.00879104820605,22.605889802568413,2,DEEP
tin_0022,350.8499999999988,1654.4850000000145,145.61302344934597,14.961058365937735,22.50487705230713,2,DEEP
tin_0023,352.04999999999836,1653.2850000000155,145.62424933499182,14.950279519657558,18.55022072315216,2,DEEP
tin_0024,347.8499999999998,1662.1850000000074,145.58467419924577,15.030483301459778,27.579923750862243,2,DEEP
tin_0025,347.8499999999998,1659.5850000000098,145.58482899713542,15.006983358511109,23.013995356943415,2,DEEP
tin_0026,350.349999999999,1654.7850000000142,145.60835733105375,14.963741642837766,29.261994767800356,2,DEEP
tin_0027,352.3499999999983,1652.9850000000158,145.62705563134455,14.947584705374942,18.342436442559368,2,DEEP
tin_0028,349.94999999999914,1656.8850000000123,145.60451550542365,14.982699894624215,25.267178955078126,2,DEEP
tin_0029,355.3499999999973,1648.0850000000203,145.6552214425204,14.9034606013234,19.998824343681335,2,DEEP
tin_0030,353.349999999998,1669.385000000001,145.63541103623373,15.095873990146229,27.846684159032556,2,DEEP
tin_0031,355.74999999999716,1666.8850000000032,145.6578805998667,15.073410802213354,22.137531802428896,2,DEEP
tin_0032,350.349999999999,1655.7850000000133,145.6082989909734,14.972780214053468,24.290701990127562,2,DEEP
tin_0033,354.54999999999757,1650.485000000018,145.6476499580611,14.925109854953917,28.46718507199674,2,DEEP
tin_0034,356.049999999997,1667.3850000000027,145.66064300535425,15.077946648273427,28.76661985798886,2,DEEP
tin_0035,357.54999999999654,1648.5850000000198,145.6756427755402,14.908099186126941,24.55233096010858,2,DEEP
tin_0036,357.2499999999966,1658.385000000011,145.67230947570812,14.996663533199843,24.801925439100998,2,DEEP
tin_0037,350.249999999999,1655.085000000014,145.60741008618956,14.966447542294624,28.214591674315624,2,DEEP
tin_0038,355.3499999999973,1647.6850000000206,145.65524388720178,14.899845080707532,18.345458736419676,2,DEEP
tin_0039,353.24999999999795,1650.0850000000185,145.63558819803288,14.921422606514303,21.382148671277704,2,DEEP
tin_0040,353.9499999999978,1650.2850000000183,145.64208380746499,14.92326906541388,20.203399658203125,2,DEEP
tin_0041,356.5499999999969,1655.5850000000135,145.6659569389227,14.971316921506212,24.132650115273215,2,DEEP
tin_0042,348.14999999999975,1662.9850000000067,145.58741665355674,15.037731408518157,23.028202236028008,2,DEEP
