id,x,y,longitude,latitude,depth,strat,depth_bin
agu_0001,342.18309634438185,1642.823973742191,145.5331607015725,14.855158413193612,2.1886814340338865,1,SHAL
agu_0002,342.7200963443818,1643.743973742191,145.5380947689968,14.86350553211452,4.72521916017232,1,SHAL
agu_0003,347.73209634438103,1644.6639737421906,145.58461641788838,14.872112843891854,5.990818066905647,1,SHAL
agu_0004,342.3620963443818,1641.1679737421914,145.53492489202011,14.840201478552327,4.102527254628908,1,SHAL
agu_0005,345.04709634438143,1644.8479737421908,145.55965295105875,14.873620661203883,16.653717133575093,2,MID
agu_0006,342.5410963443818,1643.743973742191,145.53643136465266,14.863494934715892,11.808197369520268,2,MID
agu_0007,343.43609634438167,1644.2959737421907,145.5447149650634,14.868536998653259,7.9530243794246855,2,MID
agu_0008,344.6890963443815,1640.4319737421915,145.55659104646327,14.833685923026001,15.799948683206312,2,MID
agu_0009,346.4790963443812,1644.8479737421908,145.57296098004505,14.873703812834936,12.176570367940396,2,MID
agu_0010,345.2260963443814,1640.7999737421915,145.56155863991566,14.837043344975863,10.41658468099738,2,MID
agu_0011,342.18309634438185,1641.719973742191,145.5332280253371,14.845180056267324,10.049539495860508,2,MID
agu_0012,342.3620963443818,1643.9279737421907,145.53475674182818,14.865147383891522,25.742495934153684,3,DEEP
agu_0013,344.15209634438156,1645.0319737421905,145.55132437435662,14.875231369258955,20.8994617728411,3,DEEP
agu_0014,342.5410963443818,1640.4319737421915,145.53663285315952,14.83355981480886,21.228780387655874,3,DEEP
agu_0015,346.6580963443812,1645.2159737421907,145.57460264307292,14.877040325307322,24.000000000000004,3,DEEP
agu_0016,344.5100963443815,1645.3999737421905,145.55462923138825,14.878578495498614,28.222469032486757,3,DEEP
agu_0017,342.18309634438185,1643.5599737421908,145.53311579106128,14.861810646172096,22.842236610754778,3,DEEP
agu_0018,348.090096344381,1643.5599737421908,145.58800831793005,14.86215475683313,22.70768749320117,3,DEEP
