id,x,y,longitude,latitude,depth,strat,depth_bin
pal_0001,826.1749999999901,652.0850000000007,-162.0545653747634,5.891618290256202,1.918298181432944,1,SHAL
pal_0002,826.0749999999902,652.0850000000007,-162.05546758881397,5.891623061076344,2.0709354542719667,1,SHAL
pal_0003,820.2749999999954,649.7850000000028,-162.1079046986446,5.871117325798096,2.8961279431171714,1,SHAL
pal_0004,819.4749999999962,651.9850000000008,-162.11502001598356,5.8910312331515815,1.8707780861271122,1,SHAL
pal_0005,828.5749999999879,650.7850000000019,-162.03297479804047,5.879758956879136,4.780909044919536,1,SHAL
pal_0006,827.6749999999887,650.4850000000022,-162.0411087485726,5.87709180350329,2.409144852552563,1,SHAL
pal_0007,819.4749999999962,650.2850000000024,-162.11509924839638,5.875672042055789,5.348406572937965,1,SHAL
pal_0008,819.3749999999962,652.0850000000007,-162.11591761204826,5.891939387909083,2.166619018303463,1,SHAL
pal_0009,828.2749999999882,649.4850000000031,-162.03574348586207,5.86802890962484,5.174981668964028,1,SHAL
pal_0010,821.9749999999939,652.3850000000004,-162.0924448868996,5.894527800692202,1.930516883292619,1,SHAL
pal_0011,820.1749999999955,649.3850000000032,-162.10882556110812,5.867508084915641,4.48430301129818,1,SHAL
pal_0012,828.0749999999883,649.4850000000031,-162.03754780791635,5.868038472439092,5.667362684085965,1,SHAL
pal_0013,822.6749999999932,652.3850000000004,-162.0861291613945,5.894494777111308,2.526356741544549,1,SHAL
pal_0014,819.3749999999962,651.3850000000014,-162.11595025756822,5.885615011434826,2.103625610838644,1,SHAL
pal_0015,829.2749999999872,650.2850000000024,-162.02668357103786,5.8752082921150715,5.394608274698258,1,SHAL
pal_0016,818.8749999999967,651.1850000000015,-162.12047084054777,5.883831358264313,5.387214683890343,1,SHAL
pal_0017,820.3749999999953,649.3850000000032,-162.10702112519883,5.867498752762626,4.156785770356655,1,SHAL
pal_0018,816.7749999999986,650.3850000000023,-162.1394552918956,5.876700860020411,15.792179505825043,2,MID
pal_0019,829.7749999999868,649.3850000000032,-162.0222159635158,5.86705359670742,10.360322806835175,2,MID
pal_0020,830.1749999999864,648.8850000000036,-162.01863138461923,5.862517349652457,14.49048677444458,2,MID
pal_0021,817.3749999999981,651.3850000000014,-162.13399547357574,5.885708069296194,13.9335848402977,2,MID
pal_0022,818.0749999999974,650.1850000000024,-162.12773526921103,5.874833660975207,15.792928102016448,2,MID
pal_0023,828.5749999999879,650.4850000000022,-162.03298916550833,5.877048710677223,9.6815228420496,2,MID
pal_0024,830.8749999999858,649.0850000000034,-162.01230682152828,5.864290470195406,17.62561413870385,2,MID
pal_0025,818.2749999999972,649.4850000000031,-162.12596321660973,5.868499941970224,7.234509126991034,2,MID
pal_0026,818.1749999999973,651.9850000000008,-162.12674947733902,5.891091862067938,6.62340313629399,2,MID
pal_0027,817.474999999998,650.5850000000021,-162.13313025060407,5.878475460110485,16.879870853424073,2,MID
pal_0028,827.7749999999886,649.1850000000034,-162.04026860011365,5.865342540506536,13.113632910197568,2,MID
pal_0029,817.8749999999976,648.9850000000035,-162.12959527683887,5.8640010116390044,12.051040260791778,2,MID
pal_0030,816.4749999999989,652.1850000000006,-162.14207894061377,5.892977780702242,11.842957931756974,2,MID
pal_0031,816.6749999999987,650.9850000000017,-162.1403298492968,5.882126494300906,17.841783065795898,2,MID
pal_0032,818.3749999999972,650.0850000000025,-162.12503317329717,5.873916244638817,11.480760204792023,2,MID
pal_0033,818.3749999999972,651.0850000000016,-162.12498676571104,5.882951143972251,6.584513552188874,2,MID
pal_0034,816.2749999999991,649.7850000000028,-162.1439942302669,5.871302923226892,16.790110764503478,2,MID
pal_0035,817.3749999999981,648.9850000000035,-162.1341064339666,5.864024135442418,12.380424745082856,2,MID
pal_0036,819.2749999999963,649.6850000000029,-162.1169316202543,5.870260459182752,8.453238223791123,2,MID
pal_0037,829.0749999999874,649.6850000000029,-162.028516650516,5.869797424417686,11.273674337863921,2,MID
pal_0038,825.174999999991,652.7850000000001,-162.06355427657138,5.89799001225304,10.51574178905499,2,MID
pal_0039,817.6749999999978,650.7850000000019,-162.1313164779931,5.880273178943876,16.6437242102623,2,MID
pal_0040,818.3749999999972,650.2850000000024,-162.12502389758575,5.875723224767886,10.00928421318531,2,MID
pal_0041,830.4749999999862,649.3850000000032,-162.01590094885682,5.867019934091434,10.658407995700836,2,MID
pal_0042,825.5749999999906,652.6850000000002,-162.05995011855234,5.8970675152240855,13.373058421611786,2,MID
pal_0043,828.1749999999882,650.2850000000024,-162.03660742457743,5.87526104067287,6.436997534036636,2,MID
pal_0044,830.0749999999865,648.8850000000036,-162.01953352233332,5.8625221548702635,14.965125857591628,2,MID
pal_0045,828.5749999999879,650.2850000000024,-162.03299874007587,5.875241879710803,10.81683465063572,2,MID
pal_0046,830.4749999999862,650.5850000000021,-162.01584320691302,5.877860751810311,14.935017142295838,2,MID
pal_0047,817.7749999999977,649.8850000000027,-162.13045589333956,5.872137090884543,20.251401772499083,3,DEEP
pal_0048,816.0749999999992,651.0850000000016,-162.145738855454,5.883057726127498,18.954745096670358,3,DEEP
pal_0049,815.8749999999994,651.785000000001,-162.14751112892066,5.88939151070333,18.70547287464142,3,DEEP
pal_0050,815.5749999999997,650.3850000000023,-162.15028243819754,5.876756224815386,21.886467742919923,3,DEEP
pal_0051,815.275,650.5850000000021,-162.1529800508929,5.878577057615599,19.685926790237428,3,DEEP
pal_0052,816.6749999999987,649.9850000000026,-162.14037600290047,5.873091472720808,23.902074036598204,3,DEEP
pal_0053,827.9749999999884,649.0850000000034,-162.0384690515003,5.864429570494333,18.922279615151254,3,DEEP
pal_0054,831.9749999999848,649.8850000000027,-162.00234474434356,5.871464512509707,18.023432466983795,3,DEEP
