id,x,y,longitude,latitude,depth,strat,depth_bin
sai_0001,361.3900495599253,1686.1900000000046,145.70928837698096,15.24820927282132,3.3885263216495516,1,SHAL
sai_0002,364.49004955992245,1670.2400000000189,145.739005689586,15.1042032514801,4.484774954933673,1,SHAL
sai_0003,365.94004955992114,1669.8900000000194,145.75251490804658,15.101114378842992,4.764398433171309,1,SHAL
sai_0004,360.8400495599258,1681.8400000000083,145.70440839841748,15.20886131975937,3.6584371554851534,1,SHAL
sai_0005,359.7400495599268,1676.740000000013,145.69445260219396,15.16270462750529,4.037596642971039,1,SHAL
sai_0006,360.2900495599263,1678.1400000000117,145.69949368956188,15.175388455611298,0.8825736857733041,1,SHAL
sai_0007,374.39004955991345,1688.8900000000021,145.8301879730259,15.273278571292668,4.748495600053242,1,SHAL
sai_0008,364.94004955992204,1669.6400000000194,145.74322437043762,15.09880316722525,15.240222005844116,2,MID
sai_0009,360.09004955992646,1683.2900000000072,145.69734657033135,15.22192711529761,13.901188020706178,2,MID
sai_0010,365.04004955992195,1669.6400000000194,145.744154742059,15.098808330741234,8.221846909523011,2,MID
sai_0011,364.59004955992236,1670.0900000000192,145.73994408175247,15.102852592060357,14.335241994857789,2,MID
sai_0012,360.2400495599263,1680.9400000000091,145.6988732785949,15.200694225288407,15.035492992401123,2,MID
sai_0013,358.89004955992755,1683.2900000000072,145.68617587880274,15.221862079474953,16.809233016967774,2,MID
sai_0014,365.9900495599211,1670.0900000000192,145.75296954718686,15.102924741103934,7.3099983352422715,2,MID
sai_0015,359.54004955992696,1674.6400000000149,145.6927079198134,15.14371249113185,7.226559329032898,2,MID
sai_0016,358.69004955992773,1673.590000000016,145.6848568499736,15.134175891015975,11.474472212791444,2,MID
sai_0017,359.09004955992737,1684.0400000000063,145.68799566484955,15.228651955949427,16.195228023529054,2,MID
sai_0018,370.54004955991695,1689.2400000000016,145.79432025784274,15.276252157479615,13.861263484954835,2,MID
sai_0019,359.9400495599266,1671.5900000000179,145.696598667462,15.116165760481412,12.317660608291625,2,MID
sai_0020,363.0400495599238,1687.0400000000036,145.7246037952338,15.255980080605656,13.950359163284302,2,MID
sai_0021,360.1400495599264,1682.7900000000077,145.69783979177328,15.217410460656845,13.387831020355225,2,MID
sai_0022,360.34004955992623,1683.240000000007,145.6996765783751,15.22148865908202,11.06770001411438,2,MID
sai_0023,360.0400495599265,1678.7900000000113,145.69713094290648,15.181250192787319,12.441723833084106,2,MID
sai_0024,369.390049559918,1678.9900000000112,145.78414399572873,15.183544544093676,10.402768267989158,2,MID
sai_0025,367.4900495599197,1686.9900000000039,145.76603864723464,15.255759944042019,15.530708751678468,2,MID
sai_0026,374.5400495599133,1688.3900000000026,145.83160973261565,15.268766299633395,16.30426612854004,2,MID
sai_0027,368.89004955991845,1687.8400000000029,145.77902922325788,15.26351440158736,9.512771552801132,2,MID
sai_0028,366.24004955992086,1676.3400000000133,145.75496564335654,15.159431157441636,6.493159396648407,2,MID
sai_0029,359.1900495599273,1675.540000000014,145.689400933227,15.151828466379584,14.025788974761962,2,MID
sai_0030,359.99004955992655,1678.4900000000116,145.6966822195574,15.178535880854046,16.02280898094177,2,MID
sai_0031,359.64004955992687,1679.3900000000108,145.69337472624667,15.186651859096402,28.742601947784422,3,DEEP
sai_0032,360.54004955992605,1685.690000000005,145.70140252706975,15.243644258479462,20.607958965301513,3,DEEP
sai_0033,357.04004955992923,1679.7900000000104,145.66915303227253,15.190125590391872,27.021834907531737,3,DEEP
sai_0034,358.79004955992764,1680.9900000000093,145.6853739092944,15.201067702812718,23.846308975219728,3,DEEP
sai_0035,358.5900495599278,1682.7900000000077,145.68341129663548,15.217326407516225,28.484745960235596,3,DEEP
sai_0036,366.1900495599209,1672.4400000000169,145.7547064114234,15.124176614979994,19.930384998321532,3,DEEP
sai_0037,357.34004955992896,1680.19000000001,145.6719226447803,15.193757532415873,29.758594353993733,3,DEEP
sai_0038,359.6900495599268,1684.9900000000057,145.69352819331874,15.237271256948649,24.52398515701294,3,DEEP
sai_0039,358.1900495599282,1682.8400000000074,145.67968501279933,15.217756498164372,27.339427032470702,3,DEEP
sai_0040,370.2900495599172,1675.9400000000137,145.79267737119235,15.156020433636735,24.81458200454712,3,DEEP
sai_0041,367.5400495599197,1676.0900000000138,145.76707708896086,15.157237867694853,29.901199340820313,3,DEEP
sai_0042,374.1400495599137,1687.2900000000036,145.82794031687354,15.258803822348773,29.69540023803711,3,DEEP
sai_0043,357.14004955992914,1680.6400000000094,145.67003563704162,15.19781392114702,29.933550516764324,3,DEEP
sai_0044,359.7400495599268,1679.1400000000108,145.69431935549005,15.18439757803907,29.245003986358643,3,DEEP
sai_0045,359.5900495599269,1677.3900000000126,145.693020548744,15.1685717162462,19.97797483444214,3,DEEP
sai_0046,359.09004955992737,1680.0900000000101,145.68821658831126,15.19294918269846,27.649769992828368,3,DEEP
sai_0047,374.74004955991313,1688.5400000000022,145.83346453638362,15.270131871017332,29.177372243669296,3,DEEP
sai_0048,358.44004955992796,1680.29000000001,145.68215541571718,15.194721577522142,29.201539993286133,3,DEEP
sai_0049,360.44004955992614,1685.6400000000049,145.70047431344423,15.24318693457217,22.23666389465332,3,DEEP
sai_0050,359.0400495599274,1684.1400000000062,145.68752460274894,15.229553102665017,24.708862953186035,3,DEEP
sai_0051,365.94004955992114,1672.590000000017,145.75237226592856,15.125519632446402,28.529887676239014,3,DEEP
sai_0052,358.54004955992787,1679.5400000000104,145.6831282348432,15.187948019900332,27.15036195755005,3,DEEP
sai_0053,365.2400495599218,1687.0900000000038,145.74508436506449,15.256547581198465,25.731538747151692,3,DEEP
sai_0054,366.49004955992064,1671.7900000000177,145.75753209035494,15.118316631563152,24.75781582423619,3,DEEP
sai_0055,358.99004955992746,1680.7900000000095,145.68724668950188,15.199270836370651,21.60363800048828,3,DEEP
sai_0056,359.34004955992714,1680.4900000000098,145.69052119002257,15.196578210697734,24.993946952819826,3,DEEP
sai_0057,359.44004955992705,1679.090000000011,145.69152995902772,15.183929437023409,28.704481991854582,3,DEEP
sai_0058,359.5900495599269,1684.9900000000057,145.69259723428956,15.237265837356064,25.16046787261963,3,DEEP
sai_0059,357.79004955992855,1680.5900000000097,145.6760885156106,15.197397665108605,28.3796254761365,3,DEEP
sai_0060,358.6400495599278,1683.3900000000071,145.68384304253775,15.222752325698181,27.882080001831056,3,DEEP
sai_0061,369.1400495599182,1681.7400000000084,145.78167442215656,15.208389266738063,27.803036256269976,3,DEEP
sai_0062,360.1400495599264,1679.3400000000106,145.69803118621772,15.186226878170666,21.387034950256346,3,DEEP
sai_0063,357.3900495599289,1679.2900000000109,145.67243888976077,15.185625505190101,29.542587518692017,3,DEEP
sai_0064,360.0400495599265,1681.3400000000088,145.69698947063245,15.20429893810467,18.144758968353273,3,DEEP
sai_0065,357.1900495599291,1674.1400000000153,145.67086832247142,15.139065465865098,23.698493041992187,3,DEEP
sai_0066,358.69004955992773,1682.7400000000075,145.6843449703288,15.216879925330018,26.19611795425415,3,DEEP
sai_0067,359.8400495599267,1680.8900000000094,145.69515285888795,15.200220727476735,21.442131023406983,3,DEEP
sai_0068,358.89004955992755,1680.9400000000091,145.68630750503866,15.200621205820458,21.6697639465332,3,DEEP
sai_0069,365.9900495599211,1669.29000000002,145.75301175197453,15.0956935444035,28.160755911538768,3,DEEP
