region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
S.MARIAN,gua,DEEP,GUA_EAST_OPEN,FOREREEF,1,DEEP_GUA_EAST_OPEN_FOREREEF,6.918224999830109,13
S.MARIAN,gua,MIDD,GUA_EAST_OPEN,FOREREEF,5,MID_GUA_EAST_OPEN_FOREREEF,10.09777499975203,19
S.MARIAN,gua,DEEP,GUA_WEST_OPEN,FOREREEF,4,DEEP_GUA_WEST_OPEN_FOREREEF,4.4020249998919,5
S.MARIAN,gua,MIDD,GUA_WEST_OPEN,FOREREEF,9,MID_GUA_WEST_OPEN_FOREREEF,10.276749999747635,12
S.MARIAN,gua,SHAL,GUA_EAST_OPEN,FOREREEF,10,SHALLOW_GUA_EAST_OPEN_FOREREEF,3.670199999909871,7
S.MARIAN,gua,SHAL,GUA_WEST_OPEN,FOREREEF,14,SHALLOW_GUA_WEST_OPEN_FOREREEF,4.806249999881973,6
S.MARIAN,gua,DEEP,GUA_MP,FOREREEF,3,DEEP_GUA_MP_FOREREEF,2.447974999939885,6
S.MARIAN,gua,MIDD,GUA_MP,FOREREEF,8,MID_GUA_MP_FOREREEF,3.1739499999220575,7
S.MARIAN,gua,SHAL,GUA_MP,FOREREEF,13,SHALLOW_GUA_MP_FOREREEF,1.0825499999734158,2
S.MARIAN,gua,SHAL,GUA_LAND,FOREREEF,12,SHALLOW_GUA_LAND_FOREREEF,0.030649999999247328,1
S.MARIAN,gua,MIDD,GUA_LAND,FOREREEF,7,MID_GUA_LAND_FOREREEF,0.011224999999724348,1
S.MARIAN,gua,MIDD,GUA_HARBOR,FOREREEF,6,MID_GUA_HARBOR_FOREREEF,0.029974999999263903,1
S.MARIAN,gua,DEEP,GUA_HARBOR,FOREREEF,2,DEEP_GUA_HARBOR_FOREREEF,0.015124999999628576,1
S.MARIAN,gua,SHAL,GUA_HARBOR,FOREREEF,11,SHALLOW_GUA_HARBOR_FOREREEF,0.041299999998985794,1
