region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
S.MARIAN,rot,DEEP,ROT_SECTOR,FOREREEF,1,DEEP_ROT_SECTOR_FOREREEF,2.928257999916996,8
S.MARIAN,rot,MIDD,ROT_SECTOR,FOREREEF,2,MID_ROT_SECTOR_FOREREEF,6.012080999829583,16
S.MARIAN,rot,SHAL,ROT_SECTOR,FOREREEF,3,SHALLOW_ROT_SECTOR_FOREREEF,1.6636139999528434,4
