region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
N.MARIAN,agr,DEEP,AGR_SECTOR,FOREREEF,1,DEEP_AGR_SECTOR_FOREREEF,4.579999999887532,19
N.MARIAN,agr,MIDD,AGR_SECTOR,FOREREEF,2,MID_AGR_SECTOR_FOREREEF,1.3065999999679148,6
N.MARIAN,agr,SHAL,AGR_SECTOR,FOREREEF,3,SHALLOW_AGR_SECTOR_FOREREEF,1.169799999971274,5
