strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_AGU_SECTOR_FOREREEF,AGU_SECTOR,FOREREEF,DEEP
2,MID_AGU_SECTOR_FOREREEF,AGU_SECTOR,FOREREEF,MIDD
3,SHALLOW_AGU_SECTOR_FOREREEF,AGU_SECTOR,FOREREEF,SHAL
