strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_PAG_SECTOR_FOREREEF,PAG_SECTOR,FOREREEF,DEEP
2,MID_PAG_SECTOR_FOREREEF,PAG_SECTOR,FOREREEF,MIDD
3,SHALLOW_PAG_SECTOR_FOREREEF,PAG_SECTOR,FOREREEF,SHAL
