strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_LAY_SECTOR_FOREREEF,LAY_SECTOR,FOREREEF,DEEP
2,MID_LAY_SECTOR_FOREREEF,LAY_SECTOR,FOREREEF,MIDD
3,SHALLOW_LAY_SECTOR_FOREREEF,LAY_SECTOR,FOREREEF,SHAL
