strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_PAL_SECTOR_FOREREEF,PAL_SECTOR,FOREREEF,DEEP
2,MID_PAL_SECTOR_FOREREEF,PAL_SECTOR,FOREREEF,MIDD
3,SHALLOW_PAL_SECTOR_FOREREEF,PAL_SECTOR,FOREREEF,SHAL
