region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
NWHI,ffs,DEEP,FFS_SECTOR,FOREREEF,2,DEEP_FFS_SECTOR_FOREREEF,14.181074999006883,30
NWHI,ffs,MIDD,FFS_SECTOR,FOREREEF,6,MID_FFS_SECTOR_FOREREEF,33.912424997625074,60
NWHI,ffs,SHAL,FFS_SECTOR,FOREREEF,10,SHALLOW_FFS_SECTOR_FOREREEF,7.143074999499762,27
NWHI,ffs,SHAL,FFS_SECTOR,BACKREEF,9,SHALLOW_FFS_SECTOR_BACKREEF,10.61982499925628,3
NWHI,ffs,SHAL,FFS_SECTOR,LAGOON,11,SHALLOW_FFS_SECTOR_LAGOON,17.52889999877243,9
NWHI,ffs,DEEP,FFS_SECTOR,PROTECTED SLOPE,4,DEEP_FFS_SECTOR_PROTECTED SLOPE,191.17574998661175,60
NWHI,ffs,MIDD,FFS_SECTOR,PROTECTED SLOPE,8,MID_FFS_SECTOR_PROTECTED SLOPE,25.49764999821437,12
NWHI,ffs,MIDD,FFS_SECTOR,LAGOON,7,MID_FFS_SECTOR_LAGOON,115.64614999190117,27
NWHI,ffs,SHAL,FFS_SECTOR,PROTECTED SLOPE,12,SHALLOW_FFS_SECTOR_PROTECTED SLOPE,0.019074999998664157,1
NWHI,ffs,DEEP,FFS_SECTOR,LAGOON,3,DEEP_FFS_SECTOR_LAGOON,1.1188749999216439,1
NWHI,ffs,MIDD,FFS_SECTOR,BACKREEF,5,MID_FFS_SECTOR_BACKREEF,0.9639749999324917,1
NWHI,ffs,DEEP,FFS_SECTOR,BACKREEF,1,DEEP_FFS_SECTOR_BACKREEF,0.006599999999537794,1
