strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_BAK_SECTOR_FOREREEF,BAK_SECTOR,FOREREEF,DEEP
2,MID_BAK_SECTOR_FOREREEF,BAK_SECTOR,FOREREEF,MIDD
3,SHALLOW_BAK_SECTOR_FOREREEF,BAK_SECTOR,FOREREEF,SHAL
