region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
S.MARIAN,gua,DEEP,GUA_EAST_OPEN,FOREREEF,2,DEEP_GUA_EAST_OPEN_FOREREEF,6.758009999954565,8
S.MARIAN,gua,MIDD,GUA_EAST_OPEN,FOREREEF,9,MID_GUA_EAST_OPEN_FOREREEF,10.22141999993128,13
S.MARIAN,gua,DEEP,GUA_WEST_OPEN,FOREREEF,7,DEEP_GUA_WEST_OPEN_FOREREEF,4.628657999968881,4
S.MARIAN,gua,MIDD,GUA_WEST_OPEN,FOREREEF,15,MID_GUA_WEST_OPEN_FOREREEF,10.298225999930764,8
S.MARIAN,gua,SHAL,GUA_EAST_OPEN,FOREREEF,17,SHALLOW_GUA_EAST_OPEN_FOREREEF,4.11263999997235,5
S.MARIAN,gua,SHAL,GUA_WEST_OPEN,FOREREEF,23,SHALLOW_GUA_WEST_OPEN_FOREREEF,4.769621999967933,4
S.MARIAN,gua,DEEP,GUA_PATI_PT,FOREREEF,4,DEEP_GUA_PATI_PT_FOREREEF,1.719719999988438,3
S.MARIAN,gua,MIDD,GUA_PATI_PT,FOREREEF,12,MID_GUA_PATI_PT_FOREREEF,1.579469999989381,3
S.MARIAN,gua,SHAL,GUA_PATI_PT,FOREREEF,20,SHALLOW_GUA_PATI_PT_FOREREEF,0.31415999999788785,1
S.MARIAN,gua,SHAL,GUA_LAND,FOREREEF,19,SHALLOW_GUA_LAND_FOREREEF,0.0988379999993355,1
S.MARIAN,gua,MIDD,GUA_LAND,FOREREEF,11,MID_GUA_LAND_FOREREEF,0.006935999999953368,1
S.MARIAN,gua,DEEP,GUA_TUMON_BAY,FOREREEF,6,DEEP_GUA_TUMON_BAY_FOREREEF,0.2724419999981683,1
S.MARIAN,gua,MIDD,GUA_TUMON_BAY,FOREREEF,14,MID_GUA_TUMON_BAY_FOREREEF,0.6284219999957751,1
S.MARIAN,gua,SHAL,GUA_TUMON_BAY,FOREREEF,22,SHALLOW_GUA_TUMON_BAY_FOREREEF,0.16564799999888632,1
S.MARIAN,gua,DEEP,GUA_PITI_BOMB,FOREREEF,5,DEEP_GUA_PITI_BOMB_FOREREEF,0.20328599999863328,1
S.MARIAN,gua,MIDD,GUA_PITI_BOMB,FOREREEF,13,MID_GUA_PITI_BOMB_FOREREEF,0.44563799999700393,1
S.MARIAN,gua,SHAL,GUA_PITI_BOMB,FOREREEF,21,SHALLOW_GUA_PITI_BOMB_FOREREEF,0.2831519999980963,1
S.MARIAN,gua,MIDD,GUA_HARBOR,FOREREEF,10,MID_GUA_HARBOR_FOREREEF,0.031109999999790843,1
S.MARIAN,gua,DEEP,GUA_HARBOR,FOREREEF,3,DEEP_GUA_HARBOR_FOREREEF,0.012137999999918395,1
S.MARIAN,gua,SHAL,GUA_HARBOR,FOREREEF,18,SHALLOW_GUA_HARBOR_FOREREEF,0.0422279999997161,1
S.MARIAN,gua,SHAL,GUA_ACHANG,FOREREEF,16,SHALLOW_GUA_ACHANG_FOREREEF,0.3266039999978042,1
S.MARIAN,gua,MIDD,GUA_ACHANG,FOREREEF,8,MID_GUA_ACHANG_FOREREEF,0.5934359999960103,1
S.MARIAN,gua,DEEP,GUA_ACHANG,FOREREEF,1,DEEP_GUA_ACHANG_FOREREEF,0.15085799999898578,1
