region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
MHI,kal,DEEP,KAL,FOREREEF,1,DEEP_KAL_FOREREEF,0.4699533124283124,2
MHI,kal,MIDD,KAL,FOREREEF,2,MID_KAL_FOREREEF,0.3768493543057222,1
MHI,kal,SHAL,KAL,FOREREEF,3,SHALLOW_KAL_FOREREEF,0.19684836860204782,1
