strat,strat_nam,sector_id,reef_id,depth_bin
3,SHALLOW_ASC_SECTOR_FOREREEF,ASC_SECTOR,FOREREEF,SHAL
1,DEEP_ASC_SECTOR_FOREREEF,ASC_SECTOR,FOREREEF,DEEP
2,MID_ASC_SECTOR_FOREREEF,ASC_SECTOR,FOREREEF,MIDD
