strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_SAR_SECTOR_FOREREEF,SAR_SECTOR,FOREREEF,DEEP
2,MID_SAR_SECTOR_FOREREEF,SAR_SECTOR,FOREREEF,MIDD
3,SHALLOW_SAR_SECTOR_FOREREEF,SAR_SECTOR,FOREREEF,SHAL
