strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_ALA_SECTOR_FOREREEF,ALA_SECTOR,FOREREEF,DEEP
2,MID_ALA_SECTOR_FOREREEF,ALA_SECTOR,FOREREEF,MIDD
3,SHALLOW_ALA_SECTOR_FOREREEF,ALA_SECTOR,FOREREEF,SHAL
