SITE_ID,SITE_NO,X,Y,LONGITUDE,LATITUDE,DEPTH_BIN,REEF_ID
BAK_0001A,0001,560.0719,21.9464,-176.4602,0.1985,DEEP,FOREREEF
BAK_0002A,0002,560.3919,21.5764,-176.4573,0.1952,DEEP,FOREREEF
BAK_0003A,0003,559.2469,22.5264,-176.4676,0.2038,DEEP,FOREREEF
BAK_0004A,0004,557.8769,22.7364,-176.4799,0.2057,DEEP,FOREREEF
BAK_0005A,0005,559.8219,20.5364,-176.4624,0.1858,DEEP,FOREREEF
BAK_0006A,0006,560.3819,20.8914,-176.4574,0.189,DEEP,FOREREEF
BAK_0007A,0007,560.0619,21.4914,-176.4602,0.1944,MID,FOREREEF
BAK_0008A,0008,559.6169,21.9964,-176.4642,0.199,MID,FOREREEF
BAK_0009A,0009,558.1319,22.6764,-176.4776,0.2052,MID,FOREREEF
BAK_0010A,0010,560.3769,21.0814,-176.4574,0.1907,MID,FOREREEF
BAK_0011A,0011,560.2319,21.6714,-176.4587,0.1961,MID,FOREREEF
BAK_0012A,0012,557.4819,20.8664,-176.4834,0.1888,MID,FOREREEF
BAK_0013A,0013,559.6219,21.7164,-176.4642,0.1965,MID,FOREREEF
BAK_0014A,0014,558.5069,22.5864,-176.4742,0.2043,MID,FOREREEF
BAK_0015A,0015,559.5919,21.6164,-176.4645,0.1956,MID,FOREREEF
BAK_0016A,0016,559.5219,22.1014,-176.4651,0.1999,MID,FOREREEF
BAK_0017A,0017,559.9569,21.4464,-176.4612,0.194,MID,FOREREEF
BAK_0018A,0018,559.1019,22.5014,-176.4689,0.2036,MID,FOREREEF
BAK_0019A,0019,558.9519,22.5114,-176.4702,0.2037,MID,FOREREEF
BAK_0020A,0020,558.5769,20.7964,-176.4736,0.1881,SHAL,FOREREEF
BAK_0021A,0021,559.1069,22.2464,-176.4688,0.2013,SHAL,FOREREEF
BAK_0022A,0022,559.1169,21.1414,-176.4687,0.1913,SHAL,FOREREEF
BAK_0023A,0023,559.0969,22.0314,-176.4689,0.1993,SHAL,FOREREEF
BAK_0024A,0024,559.4169,21.2764,-176.466,0.1925,SHAL,FOREREEF
BAK_0025A,0025,559.2569,22.1664,-176.4675,0.2005,SHAL,FOREREEF
BAK_0026A,0026,558.2169,22.3564,-176.4768,0.2023,SHAL,FOREREEF
BAK_0027A,0027,558.7819,20.7914,-176.4717,0.1881,SHAL,FOREREEF
BAK_0028A,0028,559.1619,20.9414,-176.4683,0.1895,SHAL,FOREREEF
BAK_0029A,0029,559.4719,21.7064,-176.4655,0.1964,SHAL,FOREREEF
