strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_KAU_EAST_FOREREEF,KAU_EAST,FOREREEF,DEEP
3,MID_KAU_EAST_FOREREEF,KAU_EAST,FOREREEF,MIDD
2,DEEP_KAU_NAPALI_FOREREEF,KAU_NAPALI,FOREREEF,DEEP
5,SHALLOW_KAU_EAST_FOREREEF,KAU_EAST,FOREREEF,SHAL
4,MID_KAU_NAPALI_FOREREEF,KAU_NAPALI,FOREREEF,MIDD
6,SHALLOW_KAU_NAPALI_FOREREEF,KAU_NAPALI,FOREREEF,SHAL
