strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_JAR_SECTOR_FOREREEF,JAR_SECTOR,FOREREEF,DEEP
2,MID_JAR_SECTOR_FOREREEF,JAR_SECTOR,FOREREEF,MIDD
3,SHALLOW_JAR_SECTOR_FOREREEF,JAR_SECTOR,FOREREEF,SHAL
