strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_LAN_NORTH_FOREREEF,LAN_NORTH,FOREREEF,DEEP
3,MID_LAN_NORTH_FOREREEF,LAN_NORTH,FOREREEF,MIDD
5,SHALLOW_LAN_NORTH_FOREREEF,LAN_NORTH,FOREREEF,SHAL
2,DEEP_LAN_SOUTH_FOREREEF,LAN_SOUTH,FOREREEF,DEEP
4,MID_LAN_SOUTH_FOREREEF,LAN_SOUTH,FOREREEF,MIDD
6,SHALLOW_LAN_SOUTH_FOREREEF,LAN_SOUTH,FOREREEF,SHAL
