strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_MAU_SECTOR_FOREREEF,MAU_SECTOR,FOREREEF,DEEP
2,MID_MAU_SECTOR_FOREREEF,MAU_SECTOR,FOREREEF,MIDD
3,SHALLOW_MAU_SECTOR_FOREREEF,MAU_SECTOR,FOREREEF,SHAL
