strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_TIN_SECTOR_FOREREEF,TIN_SECTOR,FOREREEF,DEEP
2,MID_TIN_SECTOR_FOREREEF,TIN_SECTOR,FOREREEF,MIDD
3,SHALLOW_TIN_SECTOR_FOREREEF,TIN_SECTOR,FOREREEF,SHAL
