region,island,depth_bin,sector_id,reef_id,strat,strat_nam,strat_area,strat_sets
PRIAs,kin,DEEP,KIN_SECTOR,PROTECTED SLOPE,4,DEEP_KIN_SECTOR_PROTECTED SLOPE,2.472874999995502,3
PRIAs,kin,MIDD,KIN_SECTOR,PROTECTED SLOPE,8,MID_KIN_SECTOR_PROTECTED SLOPE,13.24379999997591,17
PRIAs,kin,SHAL,KIN_SECTOR,PROTECTED SLOPE,12,SHALLOW_KIN_SECTOR_PROTECTED SLOPE,0.068724999999875,1
PRIAs,kin,MIDD,KIN_SECTOR,LAGOON,7,MID_KIN_SECTOR_LAGOON,1.5340499999972097,2
PRIAs,kin,DEEP,KIN_SECTOR,LAGOON,3,DEEP_KIN_SECTOR_LAGOON,7.660874999986065,10
PRIAs,kin,DEEP,KIN_SECTOR,FOREREEF,2,DEEP_KIN_SECTOR_FOREREEF,0.43352499999921146,1
PRIAs,kin,MIDD,KIN_SECTOR,FOREREEF,6,MID_KIN_SECTOR_FOREREEF,3.561949999993521,5
PRIAs,kin,SHAL,KIN_SECTOR,FOREREEF,10,SHALLOW_KIN_SECTOR_FOREREEF,1.8360999999966603,2
PRIAs,kin,MIDD,KIN_SECTOR,BACKREEF,5,MID_KIN_SECTOR_BACKREEF,2.53449999999539,3
PRIAs,kin,SHAL,KIN_SECTOR,BACKREEF,9,SHALLOW_KIN_SECTOR_BACKREEF,2.7474749999950023,3
PRIAs,kin,DEEP,KIN_SECTOR,BACKREEF,1,DEEP_KIN_SECTOR_BACKREEF,0.38112499999930677,1
PRIAs,kin,SHAL,KIN_SECTOR,LAGOON,11,SHALLOW_KIN_SECTOR_LAGOON,0.022474999999959118,1
