strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_MID_SECTOR_FOREREEF,MID_SECTOR,FOREREEF,DEEP
3,MID_MID_SECTOR_FOREREEF,MID_SECTOR,FOREREEF,MIDD
6,SHALLOW_MID_SECTOR_FOREREEF,MID_SECTOR,FOREREEF,SHAL
5,SHALLOW_MID_SECTOR_BACKREEF,MID_SECTOR,BACKREEF,SHAL
7,SHALLOW_MID_SECTOR_LAGOON,MID_SECTOR,LAGOON,SHAL
4,MID_MID_SECTOR_LAGOON,MID_SECTOR,LAGOON,MIDD
2,MID_MID_SECTOR_BACKREEF,MID_SECTOR,BACKREEF,MIDD
