strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_SUP_SECTOR_FOREREEF,SUP_SECTOR,FOREREEF,DEEP
2,MID_SUP_SECTOR_FOREREEF,SUP_SECTOR,FOREREEF,MIDD
