strat,strat_nam,sector_id,reef_id,depth_bin
1,DEEP_SAI_SECTOR_FOREREEF,SAI_SECTOR,FOREREEF,DEEP
2,MID_SAI_SECTOR_FOREREEF,SAI_SECTOR,FOREREEF,MIDD
3,SHALLOW_SAI_SECTOR_FOREREEF,SAI_SECTOR,FOREREEF,SHAL
