strat,strat_cells,cell_area,strat_area
2,32656,7.7815315863956e-5,2.5411369548533473
5,78139,7.7815315863956e-5,6.080410966293658
8,31708,7.7815315863956e-5,2.467368035414317
3,212618,7.7815315863956e-5,16.544936828362598
6,391733,7.7815315863956e-5,30.482827129335078
9,75676,7.7815315863956e-5,5.888751843320734
7,54285,7.7815315863956e-5,4.224204421674852
4,117736,7.7815315863956e-5,9.161664028558723
1,174020,7.7815315863956e-5,13.541421266645624
