stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_ASC_SECTOR_FOREREEF,ASC_SECTOR,FOREREEF,DEEP,0.57
2,MID_ASC_SECTOR_FOREREEF,ASC_SECTOR,FOREREEF,MIDD,1.37
3,SHALLOW_ASC_SECTOR_FOREREEF,ASC_SECTOR,FOREREEF,SHAL,0.32
