stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_KAU_EAST_FOREREEF,KAU_EAST,FOREREEF,DEEP,35.66
3,MID_KAU_EAST_FOREREEF,KAU_EAST,FOREREEF,MIDD,56.24
2,DEEP_KAU_NAPALI_FOREREEF,KAU_NAPALI,FOREREEF,DEEP,45.35
5,SHALLOW_KAU_EAST_FOREREEF,KAU_EAST,FOREREEF,SHAL,19.81
4,MID_KAU_NAPALI_FOREREEF,KAU_NAPALI,FOREREEF,MIDD,19.18
6,SHALLOW_KAU_NAPALI_FOREREEF,KAU_NAPALI,FOREREEF,SHAL,4.05
