stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
2,MID_JOH_SECTOR_FOREREEF,JOH_SECTOR,FOREREEF,MIDD,2.46
1,DEEP_JOH_SECTOR_FOREREEF,JOH_SECTOR,FOREREEF,DEEP,0.55
3,SHALLOW_JOH_SECTOR_FOREREEF,JOH_SECTOR,FOREREEF,SHAL,1.45
