stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_SAI_SECTOR_FOREREEF,SAI_SECTOR,FOREREEF,DEEP,18.92
2,MID_SAI_SECTOR_FOREREEF,SAI_SECTOR,FOREREEF,MIDD,12.16
3,SHALLOW_SAI_SECTOR_FOREREEF,SAI_SECTOR,FOREREEF,SHAL,3.44
