stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_JAR_SECTOR_FOREREEF,JAR_SECTOR,FOREREEF,DEEP,0.17
2,MID_JAR_SECTOR_FOREREEF,JAR_SECTOR,FOREREEF,MIDD,1.77
3,SHALLOW_JAR_SECTOR_FOREREEF,JAR_SECTOR,FOREREEF,SHAL,0.07
