stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_PAG_SECTOR_FOREREEF,PAG_SECTOR,FOREREEF,DEEP,6.19
2,MID_PAG_SECTOR_FOREREEF,PAG_SECTOR,FOREREEF,MIDD,4.99
3,SHALLOW_PAG_SECTOR_FOREREEF,PAG_SECTOR,FOREREEF,SHAL,0.29
