stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_FDP_SECTOR_FOREREEF,FDP_SECTOR,FOREREEF,DEEP,0.37
2,MID_FDP_SECTOR_FOREREEF,FDP_SECTOR,FOREREEF,MIDD,0.68
3,SHALLOW_FDP_SECTOR_FOREREEF,FDP_SECTOR,FOREREEF,SHAL,0.05
