stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
2,MID_ANA_SECTOR_FOREREEF,ANA_SECTOR,FOREREEF,MIDD,7.1
1,DEEP_ANA_SECTOR_FOREREEF,ANA_SECTOR,FOREREEF,DEEP,2.72
3,SHALLOW_ANA_SECTOR_FOREREEF,ANA_SECTOR,FOREREEF,SHAL,0.42
