stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_WAK_SECTOR_FOREREEF,WAK_SECTOR,FOREREEF,DEEP,0.71
2,MID_WAK_SECTOR_FOREREEF,WAK_SECTOR,FOREREEF,MIDD,0.96
3,SHALLOW_WAK_SECTOR_FOREREEF,WAK_SECTOR,FOREREEF,SHAL,0.73
