stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_LAY_SECTOR_FOREREEF,LAY_SECTOR,FOREREEF,DEEP,83.26
2,MID_LAY_SECTOR_FOREREEF,LAY_SECTOR,FOREREEF,MIDD,6.88
3,SHALLOW_LAY_SECTOR_FOREREEF,LAY_SECTOR,FOREREEF,SHAL,0.81
