stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_MAU_SECTOR_FOREREEF,MAU_SECTOR,FOREREEF,DEEP,0.84
2,MID_MAU_SECTOR_FOREREEF,MAU_SECTOR,FOREREEF,MIDD,1.79
3,SHALLOW_MAU_SECTOR_FOREREEF,MAU_SECTOR,FOREREEF,SHAL,0.22
