stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_PAL_SECTOR_FOREREEF,PAL_SECTOR,FOREREEF,DEEP,6.5
2,MID_PAL_SECTOR_FOREREEF,PAL_SECTOR,FOREREEF,MIDD,16.9
3,SHALLOW_PAL_SECTOR_FOREREEF,PAL_SECTOR,FOREREEF,SHAL,7.67
