stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_KAL_FOREREEF,KAL,FOREREEF,DEEP,0.47
2,MID_KAL_FOREREEF,KAL,FOREREEF,MIDD,0.38
3,SHALLOW_KAL_FOREREEF,KAL,FOREREEF,SHAL,0.2
