stratum,stratum_name,sector_id,reef_id,depth_bin,area_km2
1,DEEP_AGR_SECTOR_FOREREEF,AGR_SECTOR,FOREREEF,DEEP,4.58
2,MID_AGR_SECTOR_FOREREEF,AGR_SECTOR,FOREREEF,MIDD,1.31
3,SHALLOW_AGR_SECTOR_FOREREEF,AGR_SECTOR,FOREREEF,SHAL,1.17
