OBS_YEAR,ROUNDID,MISSIONID,SITE,ASSOC_OCC_SITEID,OCC_SITEID,DATE_,LOCALTIME,TYPE,DIVE,HABITAT_CODE,REEF_ZONE,MAX_DEPTH_M,MIN_DEPTH_M,VISIBILITY,VISIBILITY_M,MAX_Z_M,MIN_Z_M,DEPTH_BIN,DISTRICT,ISLAND,REGION,SECTOR,SITEDESCRIPTION,SITEVISITID,OBJECTID_SV,OBJECTID_LOS,COMMENTS_SV,COMMENTS_LOS,LATITUDE_SV,LONGITUDE_SV,LATITUDE_LOS,LONGITUDE_LOS,PHOTOMOSAIC_YN,TRANSECT_PHOTOS,CLIMATE_STATION_YN,EXCLUDE_FLAG,DS_SUITE_ACTIVITY_YN,CB_ACTIVITY_YN,CTD_ACTIVITY_YN,H2O_ACTIVITY_YN,STR_DEP_ACTIVITY_YN,STR_REC_ACTIVITY_YN,BMUS_DEPLOY_YN,BMUS_RETRIEVE_YN,CAUS_DEPLOY_YN,CAUS_RETRIEVE_YN,CORAL_BELT_ADULT_YN,CORAL_BELT_JUVENILE_YN,FISH_REA_YN,SEC_NAME
2022,183,RA2201_LEG6,GUA-2383,,,07/10/2022 14.07.26,07/10/2022 14.07.26,Fish,6,PSC,Forereef,NA,NA,30,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39485,38526,19174,,,13.232681,144.649114,13.60638,144.92067,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,183,RA2201_LEG6,GUA-2548,,,07/11/2022 09.32.12,07/11/2022 09.32.12,Fish,1,AGR,Forereef,NA,NA,30,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39500,38318,22929,,,13.484151,144.731761,13.484151,144.731761,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,183,RA2201_LEG6,GUA-2550,,,07/11/2022 10.36.15,07/11/2022 10.36.15,Fish,2,AGR,Forereef,NA,NA,30,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39501,38319,22933,,,13.481866,144.725207,13.481866,144.725207,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,183,RA2201_LEG6,GUA-2552,,,07/11/2022 11.28.28,07/11/2022 11.28.28,Fish,3,AGR,Forereef,NA,NA,22,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39502,38320,22932,,,13.48219,144.728493,13.48219,144.728493,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,183,RA2201_LEG6,GUA-2608,,,07/11/2022 12.45.02,07/11/2022 12.45.02,Fish,4,PAV,Forereef,NA,NA,30,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39503,38321,22930,,,13.480149,144.699156,13.480149,144.699156,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,183,RA2201_LEG6,GUA-8010,,,07/11/2022 13.28.16,07/11/2022 13.28.16,Oceanography,NA,,,NA,NA,NA,NA,NA,NA,,NA,Guam,MARIAN,,NA,39505,38315,22934,random ctd/water samples that's not at an OCC or existing REA site,Random water sample OCC team - GPS B waypoint 061,13.529208,144.80015,13.529208,144.80015,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_TUMON_BAY
2022,183,RA2201_LEG6,GUA-2610,,,07/11/2022 13.31.22,07/11/2022 13.31.22,Fish,5,AGR,Forereef,NA,NA,30,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39504,38322,22931,,,13.473088,144.693008,13.473088,144.693008,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,183,RA2201_LEG6,GUA-8001,OCC-GUA-025,,07/11/2022 14.15.05,07/11/2022 14.15.05,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39506,38206,22920,,Waypoint 53 GPS-B,13.467668,144.68093,13.467778,144.681056,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_WEST_OPEN
2022,183,RA2201_LEG6,GUA-8001,,OCC-GUA-025,07/12/2022 08.44.56,07/12/2022 08.44.56,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39523,38205,22920,,Waypoint 53 GPS-B,13.467549,144.681263,13.467778,144.681056,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,183,RA2201_LEG6,GUA-2602,,,07/12/2022 12.41.47,07/12/2022 12.41.47,Fish,1,AGR,Forereef,NA,NA,24,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39520,38447,22937,,,13.471979,144.69279,13.471979,144.69279,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,183,RA2201_LEG6,GUA-8001,OCC-GUA-025,,07/12/2022 13.40.39,07/12/2022 13.40.39,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39524,38450,22920,,Waypoint 53 GPS-B,13.467439,144.681243,13.467778,144.681056,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_WEST_OPEN
2022,183,RA2201_LEG6,GUA-2609,,,07/12/2022 14.22.50,07/12/2022 14.22.50,Fish,2,AGR,Forereef,NA,NA,23,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39521,38448,22935,,,13.477274,144.698875,13.477274,144.698875,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,183,RA2201_LEG6,GUA-2604,,,07/12/2022 15.46.20,07/12/2022 15.46.20,Fish,3,,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39522,38449,22936,Survey not finished - some information not recorded.,,13.480719,144.700676,13.480719,144.700676,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2402,,,07/29/2022 09.13.49,07/29/2022 09.13.49,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39660,38513,19395,,,13.648525,144.883149,13.61197,144.83194,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2519,,,07/29/2022 09.42.13,07/29/2022 09.42.13,Fish,NA,PSC,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39666,38249,21172,,,13.574608,144.950154,13.23029369,144.6475763,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PATI_PT
2022,184,RA2201_LEG7,GUA-2377,,,07/29/2022 10.14.49,07/29/2022 10.14.49,Fish,NA,SAG,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39661,38232,19168,,,13.647687,144.880089,13.461,144.85173,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2511,,,07/29/2022 10.45.13,07/29/2022 10.45.13,Fish,NA,ROB,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39664,38248,21164,,,13.574479,144.9486,13.58702171,144.8320883,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PATI_PT
2022,184,RA2201_LEG7,GUA-2404,,,07/29/2022 12.43.44,07/29/2022 12.43.44,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39662,38233,19397,,,13.653763,144.877328,13.64169,144.84525,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2574,,,07/29/2022 13.38.16,07/29/2022 13.38.16,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39665,38454,22955,,,13.601914,144.929723,13.601914,144.929723,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PATI_PT
2022,184,RA2201_LEG7,GUA-2389,,,07/29/2022 13.54.09,07/29/2022 13.54.09,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39663,38514,19382,,,13.657366,144.858492,13.46822,144.66227,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2419,,,07/30/2022 10.00.07,07/30/2022 10.00.07,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39680,38250,19498,,,13.412705,144.788471,13.4517,144.62739,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2470,,,07/30/2022 10.03.15,07/30/2022 10.03.15,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39684,38609,19869,,,13.417089,144.793458,13.23898,144.69099,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2460,,,07/30/2022 11.20.26,07/30/2022 11.20.26,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39681,38251,19859,,,13.381706,144.780901,13.36843,144.78018,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2427,,,07/30/2022 11.30.59,07/30/2022 11.30.59,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39685,38610,19802,,,13.388625,144.779433,13.43665,144.62282,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2451,,,07/30/2022 12.21.35,07/30/2022 12.21.35,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39686,38611,19826,Not enough (30) images taken and no more in the CameraDownload folders.  ,,13.360443,144.776878,13.44136,144.82731,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2428,,,07/30/2022 13.32.14,07/30/2022 13.32.14,Fish,NA,SAG,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39682,38252,19803,,,13.355953,144.775074,13.41224,144.64492,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2473,,,07/30/2022 13.50.32,07/30/2022 13.50.32,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39687,38612,19872,,,13.329842,144.777182,13.22841,144.64232,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2487,,,07/30/2022 14.13.12,07/30/2022 14.13.12,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39683,38253,19907,,,13.334289,144.773745,13.30269,144.77635,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_EAST_OPEN
2022,184,RA2201_LEG7,GUA-2587,,OCC-GUA-026,07/31/2022 10.57.02,07/31/2022 10.57.02,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39780,38619,22906,Waypoint <91>101<92> was a survey done at the Scripps-established GUA-101 site,,13.47678,144.6978,13.476987,144.69794,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2597,,,08/01/2022 09.47.10,08/01/2022 09.47.10,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39700,38464,22956,,,13.530298,144.800062,13.530298,144.800062,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_TUMON_BAY
2022,184,RA2201_LEG7,GUA-2589,,,08/01/2022 10.48.40,08/01/2022 10.48.40,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39701,38515,22957,,,13.525254,144.801084,13.525254,144.801084,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_TUMON_BAY
2022,184,RA2201_LEG7,GUA-2593,,,08/01/2022 12.07.12,08/01/2022 12.07.12,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39702,38516,22959,,,13.519084,144.799982,13.519084,144.799982,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_TUMON_BAY
2022,184,RA2201_LEG7,GUA-2592,,,08/01/2022 12.56.55,08/01/2022 12.56.55,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39703,38517,22958,,,13.521725,144.79986,13.521725,144.79986,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_TUMON_BAY
2022,184,RA2201_LEG7,GUA-2587,,OCC-GUA-026,08/01/2022 13.12.20,08/01/2022 13.12.20,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39724,38613,22906,,,13.47675,144.697716,13.476987,144.69794,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2587,OCC-GUA-026,,08/01/2022 13.19.05,08/01/2022 13.19.05,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39725,38614,22906,,,13.476366,144.697422,13.476987,144.69794,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2591,,,08/01/2022 13.52.57,08/01/2022 13.52.57,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39704,38518,22960,,,13.513193,144.794603,13.513193,144.794603,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_TUMON_BAY
2022,184,RA2201_LEG7,GUA-2605,,,08/02/2022 09.18.09,08/02/2022 09.18.09,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39733,38358,22964,,,13.479629,144.700927,13.479629,144.700927,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2542,,,08/02/2022 10.14.24,08/02/2022 10.14.24,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39727,38615,22961,,,13.478741,144.709217,13.478741,144.709217,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,184,RA2201_LEG7,GUA-2553,,,08/02/2022 11.09.05,08/02/2022 11.09.05,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39728,38616,22962,,,13.477978,144.71715,13.477978,144.71715,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,184,RA2201_LEG7,GUA-2587,,OCC-GUA-026,08/02/2022 11.56.55,08/02/2022 11.56.55,Fish,NA,AGR,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39740,38618,22906,,,13.47684,144.697807,13.476987,144.69794,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2587,,OCC-GUA-026,08/02/2022 11.56.55,08/02/2022 11.56.55,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39730,38390,22906,,,13.47684,144.697807,13.476987,144.69794,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2546,,,08/02/2022 12.06.42,08/02/2022 12.06.42,Fish,NA,RRB,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39729,38617,22963,,,13.479428,144.71012,13.479428,144.71012,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_WEST_OPEN
2022,184,RA2201_LEG7,GUA-2587,,OCC-GUA-026,08/02/2022 13.32.45,08/02/2022 13.32.45,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39731,38357,22906,,,13.476707,144.697763,13.476987,144.69794,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2587,OCC-GUA-026,,08/02/2022 13.49.46,08/02/2022 13.49.46,Oceanography,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39732,38455,22906,,,13.476997,144.697662,13.476987,144.69794,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,GUA_PITI_BOMB
2022,184,RA2201_LEG7,GUA-2504,,,08/03/2022 09.35.00,08/03/2022 09.35.00,Fish,NA,PAV,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39764,38254,21157,,,13.242349,144.715971,13.51521067,144.794342,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_ACHANG
2022,184,RA2201_LEG7,GUA-2500,,,08/03/2022 10.36.48,08/03/2022 10.36.48,Fish,NA,PAV,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39760,38465,21153,,,13.240945,144.711737,13.4709896,144.641355,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_ACHANG
2022,184,RA2201_LEG7,GUA-2492,,,08/03/2022 11.33.01,08/03/2022 11.33.01,Fish,NA,PAV,Forereef,NA,NA,NA,NA,NA,NA,Shallow,NA,Guam,MARIAN,,NA,39761,38366,19912,,,13.242237,144.708318,13.29078,144.65156,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_ACHANG
2022,184,RA2201_LEG7,GUA-2502,,,08/03/2022 12.26.47,08/03/2022 12.26.47,Fish,NA,PAV,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Guam,MARIAN,,NA,39762,38367,21155,,,13.238558,144.699641,13.48584602,144.7478532,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_ACHANG
2022,184,RA2201_LEG7,GUA-2497,,,08/03/2022 13.07.32,08/03/2022 13.07.32,Fish,NA,PSC,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Guam,MARIAN,,NA,39763,38368,21150,,,13.24087,144.700048,13.45284202,144.6401041,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,GUA_ACHANG
2022,180,RA2201_LEG3,ROT-717,,,04/15/2022 09.13.53,04/15/2022 09.13.53,Fish,NA,,Forereef,NA,NA,NA,NA,NA,NA,Deep,NA,Rota,MARIAN,,NA,38167,37961,22627,,,14.196521,145.223978,14.195943,145.223757,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-717,,,04/15/2022 09.18.17,04/15/2022 09.18.17,Fish,NA,PSC,Forereef,NA,NA,30,NA,NA,NA,Deep,NA,Rota,MARIAN,,NA,38162,38330,22627,,,14.195943,145.223757,14.195943,145.223757,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-05,,OCC-ROT-001,04/15/2022 09.29.12,04/15/2022 09.29.12,Oceanography,NA,,Forereef,NA,NA,NA,NA,13,12,Mid,NA,Rota,MARIAN,,NA,38160,38411,1232,,No site description.,14.183176,145.207092,14.18288,145.20702,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-757,,,04/15/2022 10.16.28,04/15/2022 10.16.28,Fish,NA,PSC,Forereef,NA,NA,28,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38163,38331,22628,,,14.186407,145.210192,14.186407,145.210192,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-742,,,04/15/2022 11.25.26,04/15/2022 11.25.26,Fish,NA,AGR,Forereef,NA,NA,25,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38164,38332,22629,,,14.177507,145.194457,14.177507,145.194457,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-742,,,04/15/2022 11.38.07,04/15/2022 11.38.07,Fish,NA,,Forereef,NA,NA,NA,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38168,37962,22629,,,14.177573,145.194496,14.177507,145.194457,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-711,,,04/15/2022 12.21.57,04/15/2022 12.21.57,Fish,NA,AGR,Forereef,NA,NA,30,NA,NA,NA,Deep,NA,Rota,MARIAN,,NA,38165,38334,8641,,,14.175331,145.184415,14.198567,145.267138,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-05,OCC-ROT-001,,04/15/2022 13.22.42,04/15/2022 13.22.42,Oceanography,NA,,Forereef,NA,NA,NA,NA,13,12,Mid,NA,Rota,MARIAN,,NA,38161,37960,1232,,No site description.,14.183699,145.207182,14.18288,145.20702,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-735,,,04/15/2022 13.28.13,04/15/2022 13.28.13,Fish,NA,AGR,Forereef,NA,NA,23,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38166,38335,22630,,,14.170585,145.165989,14.170585,145.165989,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-712,,,04/16/2022 08.47.36,04/16/2022 08.47.36,Fish,1,SAG,Forereef,NA,NA,30,NA,NA,NA,Deep,NA,Rota,MARIAN,,NA,38180,38412,22631,,,14.133835,145.139469,14.133835,145.139469,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-03,OCC-ROT-003,,04/16/2022 09.16.52,04/16/2022 09.16.52,Oceanography,NA,,Forereef,NA,NA,NA,NA,15,12,Mid,NA,Rota,MARIAN,,NA,38186,38046,1230,,SW side. inside bay. Pona pt. Low topographic complexity. low coral cover.,14.114118,145.166731,14.114,145.16717,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-03,,OCC-ROT-003,04/16/2022 09.23.09,04/16/2022 09.23.09,Oceanography,NA,,Forereef,NA,NA,NA,NA,15,12,Mid,NA,Rota,MARIAN,,NA,38185,38017,1230,,SW side. inside bay. Pona pt. Low topographic complexity. low coral cover.,14.113944,145.166885,14.114,145.16717,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-748,,,04/16/2022 09.54.48,04/16/2022 09.54.48,Fish,2,SAG,Forereef,NA,NA,13,NA,NA,NA,Shallow,NA,Rota,MARIAN,,NA,38181,38413,22634,,,14.137025,145.149443,14.137025,145.149443,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-03,OCC-ROT-003,,04/16/2022 10.26.09,04/16/2022 10.26.09,Oceanography,NA,,Forereef,NA,NA,NA,NA,15,12,Mid,NA,Rota,MARIAN,,NA,38187,38417,1230,,SW side. inside bay. Pona pt. Low topographic complexity. low coral cover.,14.113968,145.16693,14.114,145.16717,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ROTA
2022,180,RA2201_LEG3,ROT-755,,,04/16/2022 11.07.24,04/16/2022 11.07.24,Fish,3,AGR,Forereef,NA,NA,30,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38182,38414,22635,,,14.120872,145.168067,14.120872,145.168067,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-785,,,04/16/2022 12.37.29,04/16/2022 12.37.29,Fish,4,PAV,Forereef,NA,NA,30,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38183,38415,22633,,,14.15188,145.271967,14.15188,145.271967,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
2022,180,RA2201_LEG3,ROT-783,,,04/16/2022 13.42.57,04/16/2022 13.42.57,Fish,5,PAV,Forereef,NA,NA,30,NA,NA,NA,Mid,NA,Rota,MARIAN,,NA,38184,38416,22632,,,14.153618,145.256183,14.153618,145.256183,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,ROTA
