island,region,sector_id,combined_sector
GUA,S.MARIAN,GUA_TUMON_BAY,GUA_MP
GUA,S.MARIAN,GUA_PATI_PT,GUA_MP
GUA,S.MARIAN,GUA_PITI_BOMB,GUA_MP
GUA,S.MARIAN,GUA_ACHANG,GUA_MP
