id,x,y,longitude,latitude,depth,strat,depth_bin
sai_0001,359.60999999999694,1684.2650000000062,145.69282343333836,15.230713879379584,5.369858825907988,1,SHAL
sai_0002,365.7099999999949,1675.8650000000139,145.7500580134067,15.15511037751114,15.043176678162586,2,MID
sai_0003,360.40999999999667,1680.6650000000095,145.7004704027384,15.198217717044466,13.196921282475538,2,MID
sai_0004,364.70999999999526,1670.165000000019,145.74105609075656,15.103536724409052,11.831700325012207,2,MID
sai_0005,360.30999999999676,1680.16500000001,145.6995673053106,15.193692974658639,17.05915323972702,2,MID
sai_0006,356.50999999999806,1679.3650000000107,145.66424380319813,15.18625496452045,28.46988814624388,3,DEEP
sai_0007,358.90999999999724,1680.6650000000095,145.686508590296,15.198136652988634,21.976560792922974,3,DEEP
sai_0008,363.30999999999574,1687.1650000000036,145.72711037343817,15.257124208271907,29.336919634949925,3,DEEP
sai_0009,360.20999999999674,1671.365000000018,145.69912276531136,15.114146495632976,18.834685764312745,3,DEEP
sai_0010,357.3099999999978,1680.3650000000098,145.67163305601642,15.19533764212664,29.03586612093276,3,DEEP
sai_0011,358.1099999999975,1682.8650000000075,145.67893844827228,15.217978085584578,29.456056475639343,3,DEEP
sai_0012,357.3099999999978,1673.9650000000156,145.6719943444323,15.137490264476723,22.35885426521301,3,DEEP
sai_0013,358.1099999999975,1674.565000000015,145.67940485144246,15.14295713704068,23.73846924304962,3,DEEP
sai_0014,358.0099999999975,1673.465000000016,145.67853597338996,15.133009121904115,21.980801029205324,3,DEEP
sai_0015,351.30999999999983,1678.965000000011,145.61587022288634,15.182347304159952,29.123909200940812,3,DEEP
sai_0016,357.70999999999765,1679.6650000000104,145.67539560652205,15.189032534351334,28.55253547668457,3,DEEP
sai_0017,357.10999999999785,1674.3650000000152,145.67011075054504,15.141094780550166,29.53389982743697,3,DEEP
sai_0018,374.70999999999185,1688.865000000002,145.8331684937003,15.273068130077013,28.841228886654502,3,DEEP
sai_0019,359.70999999999697,1678.965000000011,145.6940494012114,15.182814180353876,29.491279155114302,3,DEEP
sai_0020,355.4099999999984,1682.8650000000075,145.65380512414413,15.21782895372766,29.83494093479254,3,DEEP
sai_0021,351.40999999999974,1678.7650000000112,145.6168126813886,15.180545334865958,29.127634710462644,3,DEEP
sai_0022,352.5099999999994,1678.3650000000116,145.6270735551453,15.17699257619011,28.724475677000648,3,DEEP
sai_0023,366.50999999999465,1671.5650000000178,145.75772956134765,15.116283877050845,23.361820062001545,3,DEEP
sai_0024,363.40999999999565,1669.9650000000192,145.72897179123316,15.101661332533425,29.20023739337921,3,DEEP
