id,x,y,longitude,latitude,depth,strat,strat_area
site_01,301.82999999999845,1562.785000000007,145.16418447295675,14.12915074719281,4.630777412845243,1,0.009999999999987495
site_02,298.2299999999997,1563.885000000006,145.13076595843305,14.138834648783716,15.47551320464327,2,1.3299999999983367
site_03,297.3299999999999,1561.485000000008,145.12260919090687,14.117080819882622,17.251643822571943,2,1.3299999999983367
site_04,301.12999999999863,1567.185000000003,145.15738173440363,14.168864770017086,16.331250590298016,2,1.3299999999983367
site_05,306.1299999999969,1568.6850000000015,145.2035858366316,14.182772228741564,17.64800019264221,2,1.3299999999983367
site_06,301.22999999999865,1567.2850000000028,145.158300647989,14.169775602053083,16.6878494626468,2,1.3299999999983367
site_07,299.7299999999991,1565.3850000000045,145.14454705959454,14.152497993302958,13.322514193398613,2,1.3299999999983367
site_08,305.12999999999727,1568.185000000002,145.19435879006627,14.178183928110094,16.745376692877876,2,1.3299999999983367
site_09,302.2299999999983,1561.9850000000076,145.1679464940835,14.121949199431056,13.342278616768974,2,1.3299999999983367
site_10,301.5299999999985,1562.785000000007,145.1614063361257,14.12912951840244,16.375512383428457,2,1.3299999999983367
site_11,302.1299999999983,1567.3850000000027,145.1666292811635,14.170743200483209,18.15127920396257,3,3.319999999995848
site_12,300.02999999999906,1565.885000000004,145.14728882370068,14.157038014787293,25.114710913764107,3,3.319999999995848
site_13,302.0299999999984,1560.7850000000087,145.16618123024602,14.111090384766795,22.16065585192512,3,3.319999999995848
site_14,297.3299999999999,1562.585000000007,145.12252772603838,14.127021545516143,19.315063169728155,3,3.319999999995848
site_15,304.42999999999756,1567.9850000000022,145.18788933311637,14.176327528929802,18.056099891662598,3,3.319999999995848
site_16,307.9299999999963,1569.9850000000004,145.220167308248,14.194645365727489,26.34844696521759,3,3.319999999995848
site_17,302.1299999999983,1561.0850000000084,145.16708552938115,14.11380861518636,22.496216615041096,3,3.319999999995848
site_18,300.8299999999988,1566.6850000000034,145.1546396428555,14.164324826465275,23.94949548959732,3,3.319999999995848
site_19,301.22999999999865,1567.3850000000027,145.1582933571693,14.170679319173281,22.423544493477667,3,3.319999999995848
site_20,299.5299999999992,1565.3850000000045,145.14269479949792,14.152483669996556,22.122392621021792,3,3.319999999995848
site_21,302.929999999998,1567.6850000000024,145.1740173373565,14.173510915801902,29.473910888822953,3,3.319999999995848
site_22,299.1299999999993,1563.1850000000065,145.13915202728683,14.13257337506016,22.23271173477173,3,3.319999999995848
site_23,302.1299999999983,1561.585000000008,145.16704939322216,14.118327243427137,27.747730971035892,3,3.319999999995848
site_24,301.5299999999985,1562.1850000000074,145.16144986609777,14.123707186374343,29.957199096679688,3,3.319999999995848
site_25,302.1299999999983,1561.2850000000083,145.16707107644834,14.11561606669676,22.203781889243558,3,3.319999999995848
site_26,300.9299999999987,1563.0850000000066,145.15582823869178,14.131798121200882,18.110732022998402,3,3.319999999995848
site_27,303.3299999999979,1567.6850000000024,145.17772226600317,14.173539105865704,26.156804313659666,3,3.319999999995848
site_28,301.92999999999836,1560.8850000000086,145.16524802407864,14.1119870536557,27.204040132127368,3,3.319999999995848
site_29,307.42999999999654,1569.385000000001,145.21557806436326,14.189188423223483,18.553937267435007,3,3.319999999995848
site_30,306.7299999999967,1569.0850000000012,145.20911516063956,14.18642880022103,19.560167026519775,3,3.319999999995848
site_31,308.02999999999633,1570.0850000000003,145.2210865938824,14.195555997128936,28.33324743572034,3,3.319999999995848
