id,x,y,longitude,latitude,depth,strat,depth_bin
tin_0001,356.8499999999967,1648.1850000000202,145.66915834899444,14.904445921576563,15.77113350868225,1,MID
tin_0002,349.34999999999934,1657.6850000000115,145.59888957122533,14.989896488482973,16.562476112729026,1,MID
tin_0003,356.6499999999968,1648.28500000002,145.66729377950975,14.905338996251102,13.652719004154205,1,MID
tin_0004,348.9499999999995,1664.6850000000052,145.59475635912145,15.053142927017252,27.390925870622908,2,DEEP
tin_0005,350.54999999999893,1666.4850000000035,145.60953267580513,15.06950387935075,26.54864035079728,2,DEEP
tin_0006,350.64999999999884,1654.6850000000143,145.61115235943916,14.96285477635042,24.23615875720978,2,DEEP
tin_0007,350.8499999999988,1654.5850000000144,145.6130176377493,14.961962225398752,20.42343517303467,2,DEEP
tin_0008,350.4499999999989,1655.1850000000138,145.60926375099453,14.967362741462347,22.029271955490113,2,DEEP
tin_0009,355.9499999999971,1665.4850000000044,145.65982026013978,15.060767646221954,27.85986592921805,2,DEEP
tin_0010,355.24999999999727,1664.0850000000057,145.6533885535428,15.048074947308082,25.826797073409402,2,DEEP
tin_0011,354.2499999999976,1670.0850000000003,145.64374375481626,15.102251323649526,23.58638086147651,2,DEEP
tin_0012,355.3499999999973,1647.7850000000205,145.6552382766006,14.900748960971393,19.16946776866913,2,DEEP
tin_0013,355.9499999999971,1667.8850000000023,145.65968444191037,15.082460487395828,28.05586263868544,2,DEEP
tin_0014,355.84999999999707,1665.5850000000044,145.65888442646533,15.06166601857701,25.161002792678513,2,DEEP
