id,x,y,longitude,latitude,depth,strat
site_31,247.4636193949739,1488.2473171209667,144.66750759695054,13.451362606036069,11.820619885921479,29
site_32,251.5557337252183,1465.0245682968944,144.70726316375308,13.241888280930157,6.611583998203278,30
site_33,260.3537795352437,1494.6923971910837,144.7859637412774,13.510673088281179,16.762435809986012,31
site_34,250.12349370963275,1490.395677144339,144.6918746560011,13.470999571280474,11.25650640487671,32
site_35,247.56592225323,1488.042711404455,144.6684698271069,13.449522776509525,7.4750297921895985,33
site_36,271.40248822690353,1492.748642884223,144.88814454803006,13.493989951200756,11.265748044339622,34
site_37,248.07743654451056,1487.8381056879434,144.67320936453402,13.447717905523572,7.693844480514526,35
site_38,260.5583852517559,1484.3598085072454,144.7887108469693,13.417328515108265,8.731982969641685,36
site_39,259.1261452361704,1477.7101227206167,144.77604274342002,13.357128379436519,10.184967422485352,37
site_40,255.64784805546267,1467.0706254620109,144.7448355610397,13.260711721658454,14.590530366897584,37
site_41,256.7731794962799,1468.4005626193366,144.7551054222072,13.272820071257108,14.090506925582886,37
site_42,268.4357053374764,1490.395677144339,144.86093911041328,13.47249629572183,11.80399510860443,37
site_43,246.95210510369336,1466.1498997377084,144.66470683970329,13.251670640757895,7.018443150520325,38
site_44,246.64519652892503,1467.9913511863133,144.66171707394815,13.26828214368233,7.5536157155036925,39
site_45,258.3077223701215,1492.5440371677114,144.76725136415916,13.491093980176501,7.133760957717896,40
site_46,244.39453364729061,1490.1910714278274,144.63900542736167,13.46865945726884,10.899407181739807,40
site_47,244.39453364729061,1475.5617626972444,144.64029537199687,13.33648782467305,12.02255542755127,40
site_48,246.54289367066892,1466.968322603755,144.6608618842603,13.259030466130296,7.04434502363205,41
site_49,243.37150506472952,1488.8611342705017,144.62967986247483,13.45655506163935,25.096915653773717,42
site_50,277.23375114750183,1498.9891172378284,144.94150637023816,13.55082949292804,24.06346128463745,43
site_51,242.75768791519286,1488.4519228374784,144.62405031838514,13.452804527387848,29.772257328033447,44
site_52,251.7603394417305,1464.8199625803827,144.7091675678858,13.240056558893935,20.952836705677544,45
site_53,262.0929281255976,1497.0453629309677,144.80182794959427,13.532075096793786,24.238868675231934,46
site_54,250.02119085137664,1490.395677144339,144.69093022027013,13.470990890686938,24.296585254454882,47
site_55,273.0393339590013,1507.2756487565503,144.90210695778998,13.625386078854694,23.88797689221569,48
site_56,259.1261452361704,1474.027219823407,144.77634723860763,13.323851045817541,20.246924028396606,49
site_57,265.3666195897931,1487.4288942549201,144.83284412057174,13.445445860739342,23.14722442626953,49
site_58,259.43305381093876,1471.7765569417788,144.77936443051016,13.303539611628628,29.101306533813478,49
site_59,271.3001853686475,1509.833220212946,144.88583332906052,13.648360348181399,28.720941271100724,49
site_60,258.1031166536093,1492.8509457424789,144.76533643675774,13.493850214700043,29.95318031311035,50
site_61,246.13368223764448,1490.1910714278274,144.65506017486814,13.46880983725729,23.0120332354591,50
site_62,244.2922307890345,1484.9736256567803,144.63852286553382,13.421512649511838,28.695230865478514,50
site_63,242.34847648216842,1488.4519228374784,144.62027304894275,13.452768811575963,24.82517858651968,51
