id,x,y,longitude,latitude,depth,strat
site_01,332.5499999999994,2176.4050000000034,145.4026246655418,19.67591697551752,4.796579535007477,1
site_02,334.3499999999988,2177.9050000000025,145.4196577895046,19.689619162542485,11.173764309883119,2
site_03,334.04999999999893,2178.9050000000016,145.41670768790004,19.69862747815069,8.158537545065949,2
site_04,334.04999999999893,2179.1050000000014,145.4166899137633,19.700434182978697,8.627613742351532,2
site_05,333.749999999999,2177.005000000003,145.41401533255979,19.681438514885063,7.142270616441965,2
site_06,331.3499999999998,2178.805000000001,145.39096413144713,19.697495045030106,11.001228496432304,2
site_07,333.0499999999993,2179.9050000000007,145.40708022533073,19.70757653837486,14.465868499252823,2
site_08,332.6499999999994,2176.305000000004,145.40358727980177,19.67502210589301,8.413712911605835,2
site_09,334.3499999999988,2178.505000000002,145.4196045868909,19.69503928907031,26.51983388264974,3
site_10,332.24999999999955,2176.2050000000036,145.3997816120819,19.674084812004505,20.25541395187378,3
site_11,331.8499999999997,2176.4050000000034,145.39594902137412,19.67585747780819,23.654406051635743,3
site_12,331.2499999999999,2176.805000000003,145.39019096070908,19.679419654123855,26.844699541727703,3
site_13,334.24999999999886,2177.305000000003,145.41875725258978,19.684190635430948,19.71091092505106,3
