id,x,y,longitude,latitude,depth,strat,strat_area
site_01,344.86809634438146,1644.2959737421907,145.55802259469252,14.868620988462652,1.6342960864281615,1,2.832495999999107
site_02,347.73209634438103,1643.5599737421908,145.58468145803022,14.862134274902342,1,1,2.832495999999107
site_03,343.7940963443816,1644.111973742191,145.54805298537542,14.866895000381588,2.6105737765686396,1,2.832495999999107
site_04,344.5100963443815,1644.2959737421907,145.55469567943774,14.868600063285626,4,1,2.832495999999107
site_05,344.15209634438156,1644.4799737421909,145.55135767271884,14.870242160131383,5.911855402735191,1,2.832495999999107
site_06,345.9420963443813,1644.2959737421907,145.56800337167869,14.868683474887618,2.2899728070278966,1,2.832495999999107
site_07,343.0780963443817,1643.9279737421907,145.54141041274818,14.865189754355004,2.1443612505437737,1,2.832495999999107
site_08,343.0780963443817,1644.111973742191,145.54139924245803,14.86685281767346,8.05773214585246,2,4.413423999998608
site_09,345.4050963443814,1640.7999737421915,145.56322186049857,14.837053742272953,16.93009887832999,2,4.413423999998608
site_10,345.04709634438143,1644.8479737421908,145.55965295105875,14.873620661203883,16.653717133575093,2,4.413423999998608
site_11,345.9420963443813,1644.6639737421906,145.5679814315684,14.872009639445645,13.240038045078379,2,4.413423999998608
site_12,342.18309634438185,1643.375973742191,145.53312702078944,14.860147588300517,16.47761386233611,2,4.413423999998608
site_13,344.6890963443815,1644.6639737421906,145.5563370180478,14.871936679409208,10.612211957041058,2,4.413423999998608
site_14,345.58409634438135,1644.4799737421909,145.56466544598985,14.870325774239166,8.977293495364611,2,4.413423999998608
site_15,347.1950963443811,1645.0319737421905,145.57960414121925,14.87540818954858,15.635815370763776,2,4.413423999998608
site_16,347.01609634438114,1641.9039737421913,145.57812568044795,14.847125339557113,17.270746948512695,2,4.413423999998608
site_17,348.090096344381,1644.4799737421909,145.58795424848216,14.870470243582902,15.363572181738705,2,4.413423999998608
site_18,342.3620963443818,1640.7999737421915,145.53494728827485,14.836875353615964,8.347665867323293,2,4.413423999998608
site_19,343.9730963443816,1644.8479737421908,145.5496719839421,14.873557791366979,17.066979847903006,2,4.413423999998608
site_20,342.0040963443819,1641.1679737421914,145.53159844594725,14.840180258324878,24.25485001264634,3,4.28167999999865
site_21,343.0780963443817,1644.6639737421906,145.54136572323213,14.871842006136385,23.15330489644454,3,4.28167999999865
site_22,342.18309634438185,1643.743973742191,145.53310455993284,14.863473703794943,28,3,4.28167999999865
site_23,344.33109634438154,1645.2159737421907,145.5529767901709,14.876904937304248,24.898133183911572,3,4.28167999999865
site_24,347.73209634438103,1645.0319737421905,145.5845947270302,14.87543903156863,21.667859313480747,3,4.28167999999865
site_25,341.8250963443819,1642.2719737421912,145.52986777383865,14.850147976658706,29.745557717290197,3,4.28167999999865
site_26,342.3620963443818,1640.6159737421913,145.53495848430524,14.83521229077526,19.584411957441077,3,4.28167999999865
site_27,347.1950963443811,1642.087973742191,145.5797781275525,14.848798717960788,21.02139134978931,3,4.28167999999865
site_28,347.911096344381,1643.1919737421908,145.58636653113194,14.858818327843899,24.330913079475437,3,4.28167999999865
site_29,348.26909634438096,1643.743973742191,145.58966095132692,14.863828078778116,27.86712318403185,3,4.28167999999865
site_30,347.911096344381,1643.007973742191,145.586377351003,14.857155230449525,27.84762778643971,3,4.28167999999865
