id,x,y,longitude,latitude,depth,strat
site_01,349.44999999999925,1657.6850000000115,145.59981941597474,14.989902204603077,16.689960672500284,1
site_02,351.44999999999857,1654.1850000000147,145.6186191733735,14.958380610902905,14.38761850164718,1
site_03,355.64999999999714,1668.3850000000018,145.6568652534933,15.086963292868784,17.057705991408405,1
site_04,353.4499999999979,1649.9850000000185,145.63745302001487,14.920529813905675,24.90050102710724,2
site_05,356.049999999997,1664.985000000005,145.66077868390295,15.056253789945103,28.287281006101576,2
site_06,353.349999999998,1669.385000000001,145.63541103623373,15.095873990146229,27.846684159032556,2
site_07,355.24999999999727,1647.7850000000205,145.6543087938903,14.900743502845817,20.117539501190187,2
site_08,355.84999999999707,1652.785000000016,145.65960565227917,14.945970201092143,29.156215540568034,2
site_09,355.14999999999736,1648.0850000000203,145.6533624542256,14.903449679227277,27.97874555969238,2
site_10,356.6499999999968,1653.2850000000155,145.66701519463996,14.950533121432423,23.33409273451653,2
site_11,356.5499999999969,1647.6850000000206,145.666397662746,14.899910280124633,18.007521262168883,2
site_12,357.1499999999967,1648.7850000000196,145.6719136009314,14.909885423254831,19.332039494514465,2
site_13,350.14999999999907,1655.2850000000137,145.60646865680812,14.968249578784922,29.123443682988484,2
site_14,357.54999999999654,1659.38500000001,145.67504351379668,15.005718574875518,23.151837597585747,2
