id,x,y,longitude,latitude,depth,strat
site_01,362.6899999999978,2077.590000000003,145.69714108406748,18.785440642804424,5.747895250717799,1
site_02,360.9899999999984,2080.1900000000005,145.6808308468106,18.808819684209986,12.216212321445346,2
site_03,362.38999999999794,2074.0900000000065,145.69453855911038,18.75379634171009,17.33948661151685,2
site_04,357.0899999999997,2072.190000000008,145.64440642976527,18.736271490641922,29.367839377859365,3
site_05,362.2899999999979,2073.3900000000067,145.69363874349332,18.747464823153763,19.44405404159001,3
site_06,362.5899999999979,2074.2900000000063,145.69642165205929,18.75561668650575,23.312802257537843,3
site_07,363.08999999999764,2076.690000000004,145.70099807423563,18.777335067856754,24.719491739742093,3
site_08,356.39,2074.0900000000065,145.6376301508504,18.753390490749908,20.712704692167396,3
site_09,361.3899999999983,2072.290000000008,145.68517965190568,18.737465929552,18.25283393594954,3
site_10,360.3899999999986,2071.3900000000085,145.67575913312004,18.729267105170976,20.010285243988037,3
