id,x,y,longitude,latitude,depth,strat
site_28,243.2692022064734,1486.6104713888735,144.62893556312133,13.436212289282732,7.196202486201569,26
site_29,247.4636193949739,1488.145014262711,144.66751654445804,13.450438313887656,9.441347584724426,27
site_30,274.573876832843,1505.024985874922,144.916462807469,13.605167747708979,13.007762560844421,28
site_31,247.4636193949739,1488.2473171209667,144.66750759695054,13.451362606036069,11.820619885921479,29
site_32,249.91888799312053,1465.0245682968944,144.69216635669375,13.241752200703019,10.838794627189635,30
site_33,261.8883224090854,1495.5108200571303,144.8000657724937,13.51819290811039,8.920998539924621,31
site_34,250.22579656788886,1490.6002828608507,144.6928013626541,13.472856862809428,13.020774927139282,32
site_35,247.56592225323,1488.042711404455,144.6684698271069,13.449522776509525,7.4750297921895985,33
site_36,249.71428227660832,1465.229174013406,144.69026183156137,13.243583772535494,6.398653188943863,34
site_37,248.07743654451056,1488.042711404455,144.673191516246,13.449566497662676,6.14855309844017,35
site_38,260.45608239349986,1484.4621113655012,144.787758093212,13.418244602955319,6.824730843998109,36
site_39,272.732425384233,1494.487791474572,144.9002876055772,13.509808447936607,9.580015444755555,37
site_40,261.581413834317,1485.0759285150361,144.79809478258198,13.423881810656823,16.573199491500855,37
site_41,258.71693380314593,1472.901888382593,144.7726646057279,13.313649863939249,6.223890018463135,37
site_42,261.68371669257317,1485.2805342315478,144.79902225126892,13.425738817211998,9.637616391181945,37
site_43,246.95210510369336,1466.1498997377084,144.66470683970329,13.251670640757895,7.018443150520325,38
site_44,246.64519652892503,1467.9913511863133,144.66171707394815,13.26828214368233,7.5536157155036925,39
site_45,265.57122530630534,1505.2295915914337,144.83327882133096,13.606306463680195,7.568165888786316,40
site_46,249.10046512707166,1490.0887685695716,144.68245703776918,13.468139704007987,13.420770907402039,40
site_47,244.0876250725223,1489.88416285306,144.63619949412504,13.46586000303259,11.884347896575928,40
site_48,246.84980224543725,1467.0706254620109,144.66368382934502,13.259980732840795,11.995669505596162,41
site_49,244.39453364729061,1487.531197113176,144.63924099671394,13.44462836325159,25.748650187069607,42
site_50,276.3130254231968,1504.7180773001546,144.9325538093435,13.60252838224045,20.581416378850523,43
site_51,242.75768791519286,1488.4519228374784,144.62405031838514,13.452804527387848,29.772257328033447,44
site_52,250.7373108591694,1464.615356863871,144.6997494613198,13.238123037669586,27.101369380950928,45
site_53,261.99062526734144,1496.6361514979444,144.80091715266212,13.528369304772415,24.35275624403313,46
site_54,251.7603394417305,1491.5210085851531,144.70688876915895,13.481305456284979,21.612832195618573,47
site_55,249.91888799312053,1464.8199625803827,144.69218377598622,13.239903553419625,19.41884811534438,48
site_56,259.3307509526826,1471.674254083523,144.77842901516752,13.302606987171108,24.100590806848864,49
site_57,259.43305381093876,1479.34696845271,144.77873946090202,13.371943167526826,18.66020938873291,49
site_58,244.1899279307784,1463.6946311395686,144.6394446389826,13.229253143212954,21.56753148737642,49
site_59,269.7656424948058,1510.95855165376,144.8715632612503,13.658407625909664,27.750553914478846,49
site_60,244.2922307890345,1477.0963055710818,144.63921678557983,13.35034325542966,19.337637767791747,50
site_61,246.2359850959006,1468.5028654775924,144.65789827442347,13.272868960867742,19.62817176580429,50
site_62,249.20276798532777,1490.1910714278274,144.6833925578962,13.469072715952262,20.41769462585449,50
site_63,242.34847648216842,1488.4519228374784,144.62027304894275,13.452768811575963,24.82517858651968,51
