id,x,y,longitude,latitude,depth,strat
site_01,280.6999999999996,2272.3200000000024,144.89667935523494,20.536999202472014,1.4252032339572906,1
site_02,279.6,2273.3200000000015,144.8860104091095,20.54590085306881,13.055511417133468,2
site_03,280.0999999999998,2272.220000000002,144.8909400289555,20.536026302462904,10.69018384388515,2
site_04,281.3999999999994,2272.920000000002,144.9033158326138,20.54249854459214,14.985841970443726,2
site_05,281.3999999999994,2273.220000000001,144.90327888268507,20.545207558718353,10.596114231928906,2
site_06,281.4999999999993,2273.0200000000013,144.90426218139132,20.543413147985582,15.707622442245484,2
site_07,281.3999999999994,2272.720000000002,144.90334046258664,20.540692534669336,23.70205928467132,3
site_08,281.09999999999945,2273.8200000000006,144.9003288397001,20.550590743390845,18.951784914190117,3
site_09,281.69999999999925,2273.5200000000013,144.90611800738358,20.547951360115064,28.80478000640869,3
site_10,279.69999999999993,2274.0200000000004,144.88688216527754,20.552233511084697,27.732800674438476,3
